,probabilities,words
127,0.0008045052292839903,where
128,0.0008045052292839903,major
129,0.0005363368195226602,component
130,0.0002681684097613301,1950
131,0.0002681684097613301,alan
132,0.0005363368195226602,turing
133,0.0002681684097613301,published
134,0.0002681684097613301,his
135,0.0002681684097613301,famous
136,0.0002681684097613301,computing
137,0.0002681684097613301,machinery
138,0.0058997050147492625,which
139,0.0002681684097613301,proposed
140,0.0013408420488066506,what
141,0.0005363368195226602,now
142,0.0002681684097613301,test
143,0.0005363368195226602,criterion
144,0.005095199785465273,this
145,0.0005363368195226602,depends
146,0.0005363368195226602,program
147,0.0002681684097613301,impersonate
148,0.0002681684097613301,realtime
149,0.0010726736390453205,written
150,0.0002681684097613301,conversation
151,0.0005363368195226602,judge
152,0.0002681684097613301,sufficiently
153,0.0008045052292839903,well
154,0.010994904800214535,that
155,0.0002681684097613301,unable
156,0.0005363368195226602,distinguish
157,0.0002681684097613301,reliably
158,0.0005363368195226602,basis
159,0.0002681684097613301,conversational
160,0.0010726736390453205,content
161,0.0002681684097613301,alone
162,0.0008045052292839903,real
163,0.0002681684097613301,georgetown
164,0.0002681684097613301,experiment
165,0.0002681684097613301,1954
166,0.0005363368195226602,involved
167,0.0002681684097613301,fully
168,0.0008045052292839903,automatic
169,0.002145347278090641,translation
170,0.0053633681952266025,more
171,0.0018771788683293108,than
172,0.0002681684097613301,sixty
173,0.0002681684097613301,russian
174,0.002145347278090641,sentences
175,0.0013408420488066506,english
176,0.0002681684097613301,authors
177,0.0002681684097613301,claimed
178,0.0008045052292839903,within
179,0.0002681684097613301,three
180,0.0005363368195226602,five
181,0.0005363368195226602,years
182,0.0002681684097613301,would
183,0.005095199785465273,be
184,0.0002681684097613301,solved
185,0.003218020917135961,however
186,0.0002681684097613301,progress
187,0.0016090104585679806,was
188,0.0008045052292839903,much
189,0.0002681684097613301,slower
190,0.0002681684097613301,after
191,0.0002681684097613301,alpac
192,0.0002681684097613301,report
193,0.0005363368195226602,1966
194,0.0005363368195226602,found
195,0.0002681684097613301,ten
196,0.0002681684097613301,long
197,0.0005363368195226602,had
198,0.0002681684097613301,failed
199,0.0002681684097613301,fulfill
200,0.0002681684097613301,expectations
201,0.0002681684097613301,funding
202,0.0002681684097613301,dramatically
203,0.0002681684097613301,reduced
204,0.0005363368195226602,little
205,0.0002681684097613301,further
206,0.0002681684097613301,conducted
207,0.0002681684097613301,until
208,0.0005363368195226602,late
209,0.0008045052292839903,1980s
210,0.002145347278090641,when
211,0.0008045052292839903,first
212,0.0018771788683293108,were
213,0.0010726736390453205,developed
214,0.0034861893268972916,some
215,0.0002681684097613301,notably
216,0.0002681684097613301,successful
217,0.0002681684097613301,1960s
218,0.0002681684097613301,shrdlu
219,0.0008045052292839903,system
220,0.0002681684097613301,working
221,0.0005363368195226602,restricted
222,0.0002681684097613301,blocks
223,0.0002681684097613301,worlds
224,0.0002681684097613301,vocabularies
225,0.0008045052292839903,eliza
226,0.0002681684097613301,simulation
227,0.0002681684097613301,rogerian
228,0.0002681684097613301,psychotherapist
229,0.002145347278090641,by
230,0.0002681684097613301,joseph
231,0.0002681684097613301,weizenbaum
232,0.0002681684097613301,1964
233,0.0013408420488066506,using
234,0.0002681684097613301,almost
235,0.0002681684097613301,no
236,0.0002681684097613301,thought
237,0.0002681684097613301,emotion
238,0.0002681684097613301,provided
239,0.0002681684097613301,startlingly
240,0.0002681684097613301,humanlike
241,0.0002681684097613301,patient
242,0.0002681684097613301,exceeded
243,0.0002681684097613301,small
244,0.0002681684097613301,base
245,0.0008045052292839903,might
246,0.0005363368195226602,provide
247,0.0002681684097613301,generic
248,0.0002681684097613301,response
249,0.0002681684097613301,responding
250,0.0002681684097613301,my
251,0.0005363368195226602,head
252,0.0005363368195226602,hurts
253,0.0002681684097613301,why
254,0.0010726736390453205,do
255,0.0002681684097613301,you
256,0.0002681684097613301,say
257,0.0002681684097613301,your
258,0.0010726736390453205,during
259,0.0002681684097613301,70
260,0.0010726736390453205,s
261,0.0026816840976133013,many
262,0.0002681684097613301,programmers
263,0.0002681684097613301,began
264,0.0002681684097613301,write
265,0.0002681684097613301,`
266,0.0002681684097613301,conceptual
267,0.0002681684097613301,ontologies
268,0.0002681684097613301,structured
269,0.0013408420488066506,realworld
270,0.0002681684097613301,computerunderstandable
271,0.005095199785465273,data
272,0.0013408420488066506,examples
273,0.0002681684097613301,margie
274,0.0002681684097613301,schank
275,0.0002681684097613301,1975
276,0.0002681684097613301,sam
277,0.0002681684097613301,cullingford
278,0.0005363368195226602,1978
279,0.0002681684097613301,pam
280,0.0002681684097613301,wilensky
281,0.0002681684097613301,talespin
282,0.0002681684097613301,meehan
283,0.0002681684097613301,1976
284,0.0002681684097613301,qualm
285,0.0005363368195226602,lehnert
286,0.0002681684097613301,1977
287,0.0002681684097613301,politics
288,0.0002681684097613301,carbonell
289,0.0002681684097613301,1979
290,0.0002681684097613301,plot
291,0.0002681684097613301,units
292,0.0002681684097613301,1981
293,0.0002681684097613301,time
294,0.0002681684097613301,chatterbots
295,0.0002681684097613301,parry
296,0.0002681684097613301,racter
297,0.0002681684097613301,jabberwacky
298,0.0010726736390453205,up
299,0.0026816840976133013,most
300,0.002145347278090641,based
301,0.0002681684097613301,complex
302,0.0008045052292839903,sets
303,0.0016090104585679806,handwritten
304,0.004558862965942612,rules
305,0.0002681684097613301,starting
306,0.0016090104585679806,there
307,0.0002681684097613301,revolution
308,0.0005363368195226602,introduction
309,0.0005363368195226602,due
310,0.0002681684097613301,both
311,0.0002681684097613301,steady
312,0.0005363368195226602,increase
313,0.0002681684097613301,power
314,0.0002681684097613301,resulting
315,0.0002681684097613301,moore
316,0.0002681684097613301,law
317,0.0002681684097613301,gradual
318,0.0002681684097613301,lessening
319,0.0002681684097613301,dominance
320,0.0002681684097613301,chomskyan
321,0.0002681684097613301,theories
322,0.0029498525073746312,eg
323,0.0002681684097613301,transformational
324,0.0008045052292839903,grammar
325,0.0002681684097613301,whose
326,0.0002681684097613301,underpinnings
327,0.0002681684097613301,discouraged
328,0.0002681684097613301,sort
329,0.0016090104585679806,corpus
330,0.0002681684097613301,underlies
331,0.0010726736390453205,machinelearning
332,0.0005363368195226602,approach
333,0.0005363368195226602,earliestused
334,0.007776883883078573,such
335,0.0005363368195226602,decision
336,0.0005363368195226602,trees
337,0.0008045052292839903,produced
338,0.0005363368195226602,hard
339,0.0005363368195226602,ifthen
340,0.0005363368195226602,similar
341,0.0005363368195226602,existing
342,0.0008045052292839903,increasingly
343,0.0029498525073746312,has
344,0.0008045052292839903,focused
345,0.0026816840976133013,models
346,0.0016090104585679806,make
347,0.0010726736390453205,soft
348,0.0008045052292839903,probabilistic
349,0.0010726736390453205,decisions
350,0.0005363368195226602,attaching
351,0.0005363368195226602,realvalued
352,0.0005363368195226602,weights
353,0.0008045052292839903,features
354,0.0002681684097613301,making
355,0.0002681684097613301,cache
356,0.0002681684097613301,upon
357,0.0056315366049879325,speech
358,0.0002681684097613301,rely
359,0.0016090104585679806,generally
360,0.0008045052292839903,robust
361,0.004290694556181282,given
362,0.0008045052292839903,unfamiliar
363,0.0005363368195226602,contains
364,0.0005363368195226602,errors
365,0.0018771788683293108,common
366,0.0008045052292839903,produce
367,0.0005363368195226602,reliable
368,0.0010726736390453205,results
369,0.0002681684097613301,integrated
370,0.0010726736390453205,larger
371,0.0002681684097613301,comprising
372,0.0010726736390453205,multiple
373,0.0005363368195226602,subtasks
374,0.0002681684097613301,notable
375,0.0002681684097613301,early
376,0.0002681684097613301,successes
377,0.0002681684097613301,occurred
378,0.0002681684097613301,work
379,0.0013408420488066506,at
380,0.0002681684097613301,ibm
381,0.0002681684097613301,successively
382,0.0002681684097613301,complicated
383,0.0018771788683293108,these
384,0.0005363368195226602,able
385,0.0005363368195226602,take
386,0.0005363368195226602,advantage
387,0.0002681684097613301,multilingual
388,0.0005363368195226602,textual
389,0.0016090104585679806,corpora
390,0.002413515687851971,been
391,0.0002681684097613301,parliament
392,0.0005363368195226602,canada
393,0.0002681684097613301,european
394,0.0002681684097613301,union
395,0.0005363368195226602,result
396,0.0002681684097613301,laws
397,0.0002681684097613301,calling
398,0.002145347278090641,all
399,0.0002681684097613301,governmental
400,0.0002681684097613301,proceedings
401,0.0002681684097613301,official
402,0.0008045052292839903,corresponding
403,0.0002681684097613301,government
404,0.0002681684097613301,depended
405,0.0037543577366586215,tasks
406,0.0002681684097613301,implemented
407,0.003218020917135961,often
408,0.0002681684097613301,continues
409,0.0002681684097613301,limitation
410,0.0002681684097613301,success
411,0.0002681684097613301,great
412,0.0002681684097613301,deal
413,0.0002681684097613301,gone
414,0.0010726736390453205,methods
415,0.0002681684097613301,effectively
416,0.0002681684097613301,limited
417,0.0002681684097613301,amounts
418,0.0002681684097613301,recent
419,0.0002681684097613301,unsupervised
420,0.0002681684097613301,semisupervised
421,0.0005363368195226602,learn
422,0.0034861893268972916,not
423,0.0005363368195226602,handannotated
424,0.0002681684097613301,desired
425,0.0005363368195226602,answers
426,0.0002681684097613301,combination
427,0.0002681684097613301,annotated
428,0.0005363368195226602,nonannotated
429,0.003218020917135961,task
430,0.0016090104585679806,difficult
431,0.0002681684097613301,supervised
432,0.002145347278090641,typically
433,0.0002681684097613301,produces
434,0.0002681684097613301,less
435,0.0008045052292839903,accurate
436,0.0005363368195226602,amount
437,0.0002681684097613301,enormous
438,0.0002681684097613301,available
439,0.0008045052292839903,among
440,0.0005363368195226602,things
441,0.0002681684097613301,entire
442,0.0002681684097613301,wide
443,0.004290694556181282,can
444,0.0002681684097613301,inferior
445,0.0002681684097613301,described
446,0.0008045052292839903,above
447,0.0002681684097613301,approaches
448,0.0005363368195226602,paradigm
449,0.0013408420488066506,different
450,0.0005363368195226602,prior
451,0.0002681684097613301,attempts
452,0.0002681684097613301,implementations
453,0.0002681684097613301,languageprocessing
454,0.0005363368195226602,direct
455,0.0002681684097613301,coding
456,0.0010726736390453205,large
457,0.0002681684097613301,calls
458,0.0002681684097613301,instead
459,0.0005363368195226602,general
460,0.0005363368195226602,although
461,0.0002681684097613301,always
462,0.0005363368195226602,inference
463,0.0013408420488066506,automatically
464,0.0005363368195226602,through
465,0.0016090104585679806,typical
466,0.0002681684097613301,plural
467,0.0013408420488066506,set
468,0.0005363368195226602,documents
469,0.0005363368195226602,individual
470,0.0034861893268972916,have
471,0.0008045052292839903,correct
472,0.0002681684097613301,values
473,0.0008045052292839903,learned
474,0.0002681684097613301,consider
475,0.002145347278090641,part
476,0.0005363368195226602,tagging
477,0.0016090104585679806,ie
478,0.0008045052292839903,determining
479,0.0026816840976133013,each
480,0.004022526146419952,word
481,0.003218020917135961,sentence
482,0.002145347278090641,one
483,0.0002681684097613301,never
484,0.0008045052292839903,seen
485,0.0005363368195226602,before
486,0.0002681684097613301,machinelearningbased
487,0.0002681684097613301,implementation
488,0.0005363368195226602,tagger
489,0.0002681684097613301,proceeds
490,0.0005363368195226602,two
491,0.0002681684097613301,steps
492,0.0016090104585679806,training
493,0.0016090104585679806,step
494,0.0005363368195226602,evaluation
495,0.0005363368195226602,makes
496,0.0013408420488066506,use
497,0.0002681684097613301,consists
498,0.0002681684097613301,attached
499,0.0002681684097613301,penn
500,0.0002681684097613301,treebank
501,0.0005363368195226602,includes
502,0.0002681684097613301,500
503,0.0002681684097613301,texts
504,0.0002681684097613301,brown
505,0.0005363368195226602,containing
506,0.0002681684097613301,various
507,0.0002681684097613301,genres
508,0.0053633681952266025,text
509,0.0002681684097613301,2500
510,0.0005363368195226602,articles
511,0.0002681684097613301,wall
512,0.0002681684097613301,street
513,0.0005363368195226602,rrb</s>
514,0.0002681684097613301,analyzed
515,0.002145347278090641,model
516,0.0010726736390453205,generated
517,0.0002681684097613301,consisting
518,0.0002681684097613301,created
519,0.0010726736390453205,nature
520,0.0013408420488066506,question
521,0.0005363368195226602,surrounding
522,0.0056315366049879325,words
523,0.0002681684097613301,likely
524,0.0008045052292839903,those
525,0.0002681684097613301,best
526,0.0002681684097613301,simultaneously
527,0.0002681684097613301,meets
528,0.0002681684097613301,conflicting
529,0.0002681684097613301,objectives
530,0.007508715473317243,:
531,0.0002681684097613301,perform
532,0.003218020917135961,possible
533,0.0005363368195226602,simple
534,0.0008045052292839903,so
535,0.0002681684097613301,avoids
536,0.0002681684097613301,overfitting
537,0.0002681684097613301,generalizes
538,0.0008045052292839903,new
539,0.0008045052292839903,rather
540,0.0013408420488066506,only
541,0.0002681684097613301,succeeding
542,0.0002681684097613301,already
543,0.0002681684097613301,second
544,0.0002681684097613301,important
545,0.0002681684097613301,development
546,0.0013408420488066506,any
547,0.0002681684097613301,algorithm
548,0.0008045052292839903,testing
549,0.0002681684097613301,previously
550,0.0002681684097613301,unseen
551,0.0002681684097613301,critical
552,0.0008045052292839903,same
553,0.0010726736390453205,;
554,0.0002681684097613301,otherwise
555,0.0002681684097613301,accuracy
556,0.0005363368195226602,will
557,0.0002681684097613301,unrealistically
558,0.0002681684097613301,high
559,0.0002681684097613301,classes
560,0.0002681684097613301,applied
561,0.0010726736390453205,they
562,0.0008045052292839903,partofspeech
563,0.0005363368195226602,identity
564,0.0010726736390453205,being
565,0.0005363368195226602,processed
566,0.0002681684097613301,immediately
567,0.0005363368195226602,left
568,0.0005363368195226602,right
569,0.0002681684097613301,tag
570,0.0010726736390453205,considered
571,0.0005363368195226602,its
572,0.0002681684097613301,immediate
573,0.0002681684097613301,neighbors
574,0.0002681684097613301,function
575,0.0002681684097613301,differ
576,0.0002681684097613301,then
577,0.0002681684097613301,feature
578,0.0002681684097613301,express
579,0.0002681684097613301,relative
580,0.0002681684097613301,certainty
581,0.0002681684097613301,included
582,0.0002681684097613301,addition
583,0.0002681684097613301,advantages
584,0.0002681684097613301,over
585,0.0002681684097613301,handproduced
586,0.0005363368195226602,procedures
587,0.0002681684097613301,focus
588,0.0005363368195226602,cases
589,0.0002681684097613301,whereas
590,0.0002681684097613301,writing
591,0.0002681684097613301,obvious
592,0.0002681684097613301,effort
593,0.0002681684097613301,should
594,0.0002681684097613301,directed
595,0.0005363368195226602,structures
596,0.0002681684097613301,erroneous
597,0.0002681684097613301,misspelled
598,0.0002681684097613301,accidentally
599,0.0002681684097613301,omitted
600,0.0002681684097613301,handling
601,0.0002681684097613301,gracefully
602,0.0005363368195226602,creating
603,0.0005363368195226602,extremely
604,0.0002681684097613301,errorprone
605,0.0002681684097613301,timeconsuming
606,0.0005363368195226602,made
607,0.0008045052292839903,simply
608,0.0002681684097613301,supplying
609,0.0002681684097613301,increasing
610,0.0010726736390453205,complexity
611,0.0002681684097613301,particular
612,0.0002681684097613301,limit
613,0.0002681684097613301,handcrafted
614,0.0002681684097613301,beyond
615,0.0002681684097613301,become
616,0.0002681684097613301,unmanageable
617,0.0002681684097613301,manhours
618,0.0002681684097613301,worked
619,0.0005363368195226602,without
620,0.0005363368195226602,significant
621,0.0002681684097613301,increases
622,0.0002681684097613301,annotation
623,0.0002681684097613301,following
624,0.0005363368195226602,list
625,0.0005363368195226602,commonly
626,0.0002681684097613301,researched
627,0.0010726736390453205,note
628,0.0005363368195226602,applications
629,0.0002681684097613301,while
630,0.0005363368195226602,others
631,0.0010726736390453205,serve
632,0.0008045052292839903,aid
633,0.0002681684097613301,solving
634,0.0002681684097613301,distinguishes
635,0.0005363368195226602,potential
636,0.0002681684097613301,actual
637,0.0002681684097613301,volume
638,0.0002681684097613301,them
639,0.0010726736390453205,but
640,0.0008045052292839903,fact
641,0.0002681684097613301,welldefined
642,0.0002681684097613301,setting
643,0.0005363368195226602,standard
644,0.0002681684097613301,metric
645,0.0002681684097613301,evaluating
646,0.0002681684097613301,evaluated
647,0.0002681684097613301,competitions
648,0.0010726736390453205,specific
649,0.0002681684097613301,summarization
650,0.0005363368195226602,readable
651,0.0002681684097613301,summary
652,0.0018771788683293108,chunk
653,0.0002681684097613301,summaries
654,0.0005363368195226602,known
655,0.0008045052292839903,type
656,0.0002681684097613301,financial
657,0.0002681684097613301,section
658,0.0002681684097613301,newspaper
659,0.0005363368195226602,coreference
660,0.0008045052292839903,resolution
661,0.002145347278090641,determine
662,0.0002681684097613301,mentions
663,0.0008045052292839903,refer
664,0.0005363368195226602,objects
665,0.0013408420488066506,entities
666,0.0002681684097613301,anaphora
667,0.0002681684097613301,matching
668,0.0002681684097613301,pronouns
669,0.0005363368195226602,nouns
670,0.0013408420488066506,names
671,0.0002681684097613301,he
672,0.0002681684097613301,entered
673,0.0005363368195226602,john
674,0.0005363368195226602,house
675,0.0008045052292839903,front
676,0.0010726736390453205,door
677,0.0002681684097613301,referring
678,0.0005363368195226602,expression
679,0.0002681684097613301,bridging
680,0.0008045052292839903,relationship
681,0.0002681684097613301,identified
682,0.0008045052292839903,structure
683,0.0008045052292839903,discourse
684,0.0002681684097613301,rubric
685,0.0008045052292839903,related
686,0.0005363368195226602,identifying
687,0.0002681684097613301,connected
688,0.0005363368195226602,relationships
689,0.0002681684097613301,elaboration
690,0.0002681684097613301,explanation
691,0.0002681684097613301,contrast
692,0.0005363368195226602,another
693,0.0005363368195226602,recognizing
694,0.0002681684097613301,classifying
695,0.0002681684097613301,acts
696,0.0005363368195226602,yesno
697,0.0002681684097613301,statement
698,0.0002681684097613301,assertion
699,0.0008045052292839903,etc
700,0.0002681684097613301,translate
701,0.0008045052292839903,problems
702,0.0002681684097613301,member
703,0.0005363368195226602,class
704,0.0005363368195226602,colloquially
705,0.0008045052292839903,termed
706,0.0005363368195226602,requiring
707,0.0002681684097613301,humans
708,0.0002681684097613301,possess
709,0.0010726736390453205,semantics
710,0.0002681684097613301,facts
711,0.0002681684097613301,order
712,0.0002681684097613301,solve
713,0.0002681684097613301,properly
714,0.0002681684097613301,morphological
715,0.0016090104585679806,segmentation
716,0.0018771788683293108,separate
717,0.0005363368195226602,morphemes
718,0.0008045052292839903,identify
719,0.0002681684097613301,difficulty
720,0.0002681684097613301,greatly
721,0.0013408420488066506,morphology
722,0.0005363368195226602,fairly
723,0.0005363368195226602,inflectional
724,0.0005363368195226602,thus
725,0.0002681684097613301,ignore
726,0.0002681684097613301,entirely
727,0.0005363368195226602,forms
728,0.0005363368195226602,open
729,0.0002681684097613301,opens
730,0.0002681684097613301,opened
731,0.0002681684097613301,opening
732,0.0002681684097613301,turkish
733,0.0005363368195226602,dictionary
734,0.0002681684097613301,entry
735,0.0008045052292839903,thousands
736,0.0016090104585679806,named
737,0.0008045052292839903,entity
738,0.0002681684097613301,ner
739,0.0002681684097613301,stream
740,0.0002681684097613301,items
741,0.0002681684097613301,map
742,0.0002681684097613301,proper
743,0.0008045052292839903,people
744,0.0002681684097613301,places
745,0.0002681684097613301,name
746,0.0008045052292839903,person
747,0.0002681684097613301,location
748,0.0002681684097613301,organization
749,0.0008045052292839903,capitalization
750,0.0002681684097613301,case
751,0.0002681684097613301,inaccurate
752,0.0002681684097613301,insufficient
753,0.0005363368195226602,capitalized
754,0.0002681684097613301,span
755,0.0002681684097613301,several
756,0.0002681684097613301,furthermore
757,0.0002681684097613301,nonwestern
758,0.0002681684097613301,scripts
759,0.0008045052292839903,chinese
760,0.0002681684097613301,arabic
761,0.0002681684097613301,even
762,0.0005363368195226602,may
763,0.0002681684097613301,consistently
764,0.0002681684097613301,german
765,0.0002681684097613301,capitalizes
766,0.0002681684097613301,regardless
767,0.0002681684097613301,french
768,0.0002681684097613301,spanish
769,0.0002681684097613301,capitalize
770,0.0002681684097613301,adjectives
771,0.0002681684097613301,generation
772,0.0005363368195226602,convert
773,0.0005363368195226602,databases
774,0.0002681684097613301,chunks
775,0.0002681684097613301,formal
776,0.0002681684097613301,representations
777,0.0002681684097613301,firstorder
778,0.0002681684097613301,logic
779,0.0002681684097613301,easier
780,0.0002681684097613301,programs
781,0.0002681684097613301,involves
782,0.0002681684097613301,identification
783,0.0005363368195226602,intended
784,0.0005363368195226602,semantic
785,0.0002681684097613301,derived
786,0.0008045052292839903,usually
787,0.0002681684097613301,takes
788,0.0002681684097613301,form
789,0.0002681684097613301,organized
790,0.0002681684097613301,notations
791,0.0002681684097613301,concepts
792,0.0002681684097613301,creation
793,0.0002681684097613301,metamodel
794,0.0002681684097613301,ontology
795,0.0002681684097613301,efficient
796,0.0002681684097613301,empirical
797,0.0002681684097613301,solutions
798,0.0002681684097613301,explicit
799,0.0005363368195226602,formalization
800,0.0002681684097613301,confusions
801,0.0002681684097613301,implicit
802,0.0002681684097613301,assumptions
803,0.0002681684097613301,closed
804,0.0005363368195226602,assumption
805,0.0002681684097613301,cwa
806,0.0005363368195226602,vs
807,0.0005363368195226602,subjective
808,0.0002681684097613301,objective
809,0.0002681684097613301,truefalse
810,0.0002681684097613301,expected
811,0.0002681684097613301,construction
812,0.0002681684097613301,optical
813,0.0002681684097613301,character
814,0.0002681684097613301,ocr
815,0.0002681684097613301,image
816,0.0005363368195226602,representing
817,0.0002681684097613301,printed
818,0.0002681684097613301,ones
819,0.0005363368195226602,parts
820,0.0008045052292839903,book
821,0.0005363368195226602,noun
822,0.0002681684097613301,table
823,0.0005363368195226602,verb
824,0.0002681684097613301,flight
825,0.0002681684097613301,adjective
826,0.0002681684097613301,out
827,0.0002681684097613301,least
828,0.0008045052292839903,ambiguity
829,0.0002681684097613301,particularly
830,0.0005363368195226602,prone
831,0.0002681684097613301,tonal
832,0.0002681684097613301,verbalization
833,0.0002681684097613301,inflection
834,0.0002681684097613301,readily
835,0.0002681684097613301,conveyed
836,0.0002681684097613301,via
837,0.0002681684097613301,employed
838,0.0002681684097613301,orthography
839,0.0002681684097613301,convey
840,0.0010726736390453205,meaning
841,0.0002681684097613301,parsing
842,0.0002681684097613301,parse
843,0.0002681684097613301,tree
844,0.0002681684097613301,grammatical
845,0.0005363368195226602,ambiguous
846,0.0005363368195226602,analyses
847,0.0002681684097613301,perhaps
848,0.0002681684097613301,surprisingly
849,0.0002681684097613301,parses
850,0.0002681684097613301,seem
851,0.0002681684097613301,completely
852,0.0002681684097613301,nonsensical
853,0.0002681684097613301,answering
854,0.0002681684097613301,humanlanguage
855,0.0005363368195226602,answer
856,0.0005363368195226602,questions
857,0.0002681684097613301,capital
858,0.0002681684097613301,openended
859,0.0002681684097613301,life
860,0.0010726736390453205,extraction
861,0.0002681684097613301,who
862,0.0002681684097613301,wife
863,0.0002681684097613301,whom
864,0.0002681684097613301,breaking
865,0.0002681684097613301,boundary
866,0.0008045052292839903,disambiguation
867,0.0002681684097613301,find
868,0.0008045052292839903,boundaries
869,0.0002681684097613301,marked
870,0.0002681684097613301,periods
871,0.0002681684097613301,punctuation
872,0.0002681684097613301,marks
873,0.0005363368195226602,characters
874,0.0002681684097613301,purposes
875,0.0002681684097613301,marking
876,0.0002681684097613301,abbreviations
877,0.0002681684097613301,sentiment
878,0.0002681684097613301,extract
879,0.0002681684097613301,reviews
880,0.0002681684097613301,polarity
881,0.0002681684097613301,useful
882,0.0002681684097613301,trends
883,0.0002681684097613301,public
884,0.0002681684097613301,opinion
885,0.0002681684097613301,social
886,0.0002681684097613301,media
887,0.0002681684097613301,purpose
888,0.0002681684097613301,marketing
889,0.0005363368195226602,sound
890,0.0005363368195226602,clip
891,0.0005363368195226602,speaking
892,0.0002681684097613301,representation
893,0.0002681684097613301,opposite
894,0.0002681684097613301,hardly
895,0.0002681684097613301,pauses
896,0.0005363368195226602,successive
897,0.0002681684097613301,necessary
898,0.0005363368195226602,subtask
899,0.0002681684097613301,below
900,0.0002681684097613301,spoken
901,0.0002681684097613301,sounds
902,0.0002681684097613301,letters
903,0.0002681684097613301,blend
904,0.0002681684097613301,coarticulation
905,0.0002681684097613301,conversion
906,0.0002681684097613301,analog
907,0.0002681684097613301,signal
908,0.0002681684097613301,discrete
909,0.0005363368195226602,grouped
910,0.0008045052292839903,topic
911,0.0002681684097613301,segments
912,0.0002681684097613301,segment
913,0.0002681684097613301,continuous
914,0.0005363368195226602,like
915,0.0002681684097613301,trivial
916,0.0002681684097613301,since
917,0.0002681684097613301,separated
918,0.0002681684097613301,spaces
919,0.0002681684097613301,japanese
